Title,Date,Duration
A Madea Christmas,2013-12-13,100
The Grey,2012-01-26,117
GoodFellas,1990-09-12,145
Contraband,2012-01-12,109
The House Bunny,2008-08-22,97
Million Dollar Arm,2014-05-09,124
The Giver,2014-08-11,94
Good Luck Chuck,2007-09-21,101
August Rush,2007-11-21,114
The Gambler,2014-12-25,111
Eddie the Eagle,2016-02-26,106
The Losers,2010-04-23,97
Don't Be Afraid of the Dark,2010-11-06,99
The Box,2009-09-17,115
Legend,2015-09-09,131
Shark Night,2011-09-02,91
The Conspirator,2010-09-10,122
Big Trouble in Little China,1986-05-30,99
Warrior,2011-09-09,140
Stop-Loss,2008-03-28,113
The Possession,2012-08-30,92
Straw Dogs,2011-09-16,110
The Road,2009-11-25,111
BloodRayne,2005-10-22,95
Carnage,2011-09-16,80
La migliore offerta,2013-01-01,124
Les petits mouchoirs,2010-10-20,154
On the Road,2012-05-22,137
Rocky Balboa,2006-12-20,102
Old School,2003-02-21,91
Zack and Miri Make a Porno,2008-09-18,102
The Men Who Stare at Goats,2009-10-17,93
Ready to Rumble,2000-04-07,107
I Don't Know How She Does It,2011-09-16,89
Piranha 3D,2010-08-20,88
Faster,2010-11-23,98
Zombieland,2009-10-07,88
The Empire Strikes Back,1980-05-17,124
The Ides of March,2011-09-24,101
Pitch Black,2000-02-18,108
Her,2013-12-18,126
Anywhere But Here,1999-11-12,114
Haywire,2011-11-06,93
Harley Davidson and the Marlboro Man,1991-08-23,98
In the Valley of Elah,2007-08-31,124
Coco avant Chanel,2009-04-22,110
十月圍城,2009-12-18,139
1408,2007-07-12,104
Spaceballs,1987-06-24,96
The Water Diviner,2014-12-25,112
There's Something About Mary,1998-07-15,119
The Game Plan,2007-09-28,110
Underworld,2003-09-19,121
Derailed,2005-11-11,108
The Informant!,2009-09-18,108
"Hail, Caesar!",2016-02-05,106
The Transporter Refueled,2015-09-03,96
Hit & Run,2012-08-22,100
Stone,2010-10-07,105
Michael Clayton,2007-09-28,119
Death at a Funeral,2007-02-09,90
Silver Linings Playbook,2012-09-08,122
Freedom Writers,2007-01-05,123
For Colored Girls,2010-11-05,134
Never Back Down,2008-03-04,115
Tinker Tailor Soldier Spy,2011-09-16,127
The Beaver,2011-02-11,91
Raiders of the Lost Ark,1981-06-12,115
Pulse,2006-08-11,90
The Conjuring,2013-07-18,112
School of Rock,2003-10-03,108
The Descendants,2011-09-09,115
Why Did I Get Married Too?,2010-04-02,121
Me Before You,2016-06-02,110
Madea's Witness Protection,2012-06-29,114
Bad Moms,2016-07-28,100
Boogeyman,2005-02-04,89
Spotlight,2015-11-06,128
The Grudge 2,2006-10-13,102
Vampires Suck,2010-08-18,82
Team America: World Police,2004-10-10,98
Milk,2008-11-26,128
A Very Harold & Kumar Christmas,2011-11-04,108
The Stepfather,2009-10-16,101
The Debt,2010-04-11,113
One Missed Call,2008-01-04,87
Eternal Sunshine of the Spotless Mind,2004-03-19,108
Daybreakers,2009-01-06,98
She's Out of My League,2010-03-11,104
Alpha and Omega,2010-09-17,88
Nerve,2016-07-27,96
Vampires,1998-04-15,108
My Best Friend's Girl,2008-09-19,101
Reign Over Me,2007-03-23,124
Into the Wild,2007-09-11,148
From Dusk Till Dawn,1996-01-19,108
The Country Bears,2002-07-26,88
The Kite Runner,2007-10-14,128
21 Grams,2003-09-06,124
Capitalism: A Love Story,2009-09-06,120
Secret in Their Eyes,2015-10-14,111
Disaster Movie,2008-08-29,87
What's Your Number?,2011-09-30,106
Lockout,2012-04-12,95
Crank: High Voltage,2009-04-16,96
One Night with the King,2006-10-13,123
12 Rounds,2009-03-19,108
Let Me In,2010-10-01,116
Triple 9,2016-02-19,115
Burnt,2015-10-02,100
Everybody's Fine,2009-12-04,99
Superbabies: Baby Geniuses 2,2004-08-27,88
Inherent Vice,2014-12-25,148
Doogal,2006-02-24,85
An American Carol,2008-10-03,83
Little Boy,2015-04-23,106
A Dangerous Method,2011-09-30,99
A Scanner Darkly,2006-05-25,100
Bandslam,2009-08-06,111
A Most Violent Year,2014-12-30,125
Flash of Genius,2008-09-07,119
I'm Not There.,2007-10-01,135
The Brothers Bloom,2008-09-09,114
My All American,2015-11-13,118
黃石的孩子,2008-07-03,125
The Yards,2000-04-27,115
Dylan Dog: Dead of Night,2011-03-16,107
Zambezia,2012-06-05,83
Survivor,2015-05-21,96
Bad Teacher,2011-05-16,92
A Cinderella Story,2004-07-10,95
Back to the Future,1985-07-03,116
Fight Valley,2016-07-22,90
The Switch,2010-05-11,101
千と千尋の神隠し,2001-07-20,125
The Book Thief,2013-11-08,131
Sex Drive,2008-10-16,109
Leap Year,2010-01-08,100
Take Me Home Tonight,2011-03-04,97
Adaptation.,2002-12-06,114
The Invention of Lying,2009-09-13,100
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006-11-01,82
Left Behind,2014-10-03,110
Bad Santa,2003-11-26,91
Diary of a Wimpy Kid: Rodrick Rules,2011-03-25,99
Prom Night,2008-04-10,88
Mean Girls,2004-04-30,97
The Fog,1980-02-08,89
Soul Surfer,2011-04-08,106
Love Happens,2009-09-18,109
Love the Coopers,2015-11-12,107
Steve Jobs,2015-10-09,122
"I Love You, Beth Cooper",2009-07-10,102
Youth in Revolt,2009-09-11,87
Getaway,2013-08-29,90
The Last Station,2009-09-04,112
RockNRolla,2008-09-04,114
Mao's Last Dancer,2009-10-01,117
Midnight Special,2016-02-18,112
The Informers,2008-11-05,98
Superbad,2007-08-17,113
Hoodwinked!,2005-12-16,80
Hotel Rwanda,2004-09-11,121
Hitman,2007-11-21,89
Black Nativity,2013-11-27,93
Sideways,2004-10-22,126
Halloween,1978-10-25,91
Good Boy!,2003-10-10,87
Smokin' Aces,2006-12-09,109
Saw 3D,2010-10-21,90
Beastly,2011-01-21,86
The Hills Have Eyes,2006-03-10,107
Pitch Perfect,2012-09-28,112
Evil Dead,2013-04-05,91
My Life in Ruins,2009-02-06,95
Running Scared,2006-01-06,122
Roar,1981-11-12,102
Southland Tales,2006-05-15,144
The Apparition,2012-08-23,82
Fur: An Imaginary Portrait of Diane Arbus,2006-08-30,122
Becoming Jane,2007-03-02,120
The Artist,2011-05-15,100
The Unborn,2009-01-09,87
Moonrise Kingdom,2012-05-16,94
El laberinto del fauno,2006-05-27,118
The Roommate,2011-02-04,91
Hot Fuzz,2007-02-14,121
Remember Me,2010-03-12,113
Things We Lost in the Fire,2007-09-26,113
Home Alone,1990-11-09,103
American Beauty,1999-09-15,122
The King's Speech,2010-09-06,118
The Imitation Game,2014-11-14,113
Diary of a Wimpy Kid,2010-03-19,92
Mama,2013-01-17,100
The Queen,2006-09-15,103
The Woman in Black,2012-02-01,95
When a Stranger Calls,2006-02-03,87
The Lizzie McGuire Movie,2003-04-25,94
Krampus,2015-11-26,98
Cop Land,1997-08-15,104
The Theory of Everything,2014-11-26,123
Halloween II,2009-08-28,105
The Last House on the Left,2009-03-13,110
The Wedding Date,2005-02-04,88
Drive,2011-08-06,100
All About Steve,2009-09-04,99
Ramona and Beezus,2010-07-23,103
Keanu,2016-04-21,94
Country Strong,2010-12-22,117
The Place Beyond the Pines,2013-03-20,140
The November Man,2014-08-27,108
The Hurt Locker,2008-10-10,131
Killing Them Softly,2012-09-20,97
U2 3D,2007-05-19,85
One Day,2011-03-02,107
Knockaround Guys,2001-09-07,92
Raise Your Voice,2004-08-10,103
The Big Lebowski,1998-03-06,117
Black Snake Moan,2006-12-08,116
A Mighty Heart,2007-01-01,100
In Bruges,2008-02-08,107
The Rocker,2008-08-20,102
Post Grad,2009-08-21,89
Whatever Works,2009-06-19,92
The In Crowd,2000-07-19,105
Never Let Me Go,2010-09-15,104
Funny Games,2007-10-20,112
Listening,2015-09-11,100
Banlieue 13,2004-11-09,84
Ong Bak 2,2008-12-04,98
Centurion,2010-02-15,97
The Midnight Meat Train,2008-08-07,98
Winnie Mandela,2011-09-16,107
Khumba,2013-07-18,85
Autómata,2014-10-09,110
新宿事件,2009-03-22,119
Romeo + Juliet,1996-10-31,120
Freedom,2014-08-21,98
Slumdog Millionaire,2008-05-12,120
My Bloody Valentine,2009-01-16,101
The Spy Who Loved Me,1977-07-07,125
Good Deeds,2012-02-23,111
The Iron Lady,2011-12-30,105
Poetic Justice,1993-07-23,109
Our Family Wedding,2010-03-12,103
Easy Virtue,2008-01-01,93
Flipped,2010-08-06,89
Brokeback Mountain,2005-09-02,134
Seven Psychopaths,2012-09-07,110
Der Untergang,2004-09-08,156
Justin Bieber: Never Say Never,2011-02-11,105
Black Swan,2010-12-02,108
Miracles from Heaven,2016-03-17,117
St. Vincent,2014-10-09,102
The New Guy,2002-05-10,88
The Shallows,2016-06-24,86
No Good Deed,2014-09-10,83
The Mist,2007-11-21,126
Ex Machina,2015-01-21,108
Letters from Iwo Jima,2006-12-19,141
Room,2015-10-16,117
The Perks of Being a Wallflower,2012-09-20,102
Attack the Block,2011-05-12,88
In the Land of Blood and Honey,2011-12-23,127
The Call,2013-03-14,94
The Killer Inside Me,2010-02-19,109
Lars and the Real Girl,2007-10-12,106
Solitary Man,2009-09-07,90
Machete,2010-09-01,105
Casino Jack,2010-09-16,108
The Perfect Game,2010-04-01,118
The Exorcist,1973-12-26,122
Jaws,1975-06-18,124
Think Like a Man,2012-04-16,122
WarGames,1983-06-03,114
Act of Valor,2012-02-24,110
Harold & Kumar Escape from Guantanamo Bay,2008-04-25,107
The Eye,2008-02-01,98
How High,2001-12-21,93
Katy Perry: Part of Me,2012-06-28,93
The Upside of Anger,2005-01-23,118
Aquamarine,2006-03-03,104
Young Adult,2011-12-16,94
Das Boot,1981-09-16,149
Project Almanac,2015-01-30,106
괴물,2006-07-27,119
Charlie Bartlett,2008-02-22,97
Stoker,2013-02-28,99
2046,2004-05-20,129
Duma,2005-04-22,100
Ondine,2009-09-14,111
Brother,2000-09-09,114
Trade,2007-01-23,120
Cypher,2002-10-01,95
Heaven is for Real,2014-04-16,99
Dancin' It's On,2015-10-16,89
The Cry of the Owl,2009-02-07,101
Star Wars,1977-05-25,121
Dirty Grandpa,2016-01-21,102
The Fighter,2010-12-17,116
St. Trinian's,2007-12-21,101
A Walk to Remember,2002-01-25,101
Saw VI,2009-10-22,90
The Secret Life of Bees,2008-09-17,114
Brooklyn,2015-10-20,111
Woman in Gold,2015-04-10,120
Brighton Rock,2010-09-13,111
Jindabyne,2006-07-20,123
Darkness,2002-10-02,102
E.T. the Extra-Terrestrial,1982-04-03,115
In the Land of Women,2007-04-16,97
Housefull,2010-04-30,135
For Greater Glory - The True Story of Cristiada,2012-06-01,145
Good Will Hunting,1997-12-05,126
Bring It On,2000-08-25,98
The Purge: Election Year,2016-06-29,105
Saw IV,2007-10-25,93
Bill & Ted's Excellent Adventure,1989-02-17,90
The Best Exotic Marigold Hotel,2011-11-28,124
The Boy,2016-01-22,97
Devil,2010-01-13,80
Dogma,1999-11-12,130
Swimfan,2002-09-06,84
Pete's Dragon,2016-08-10,102
Sinister 2,2015-08-19,97
The Fourth Kind,2009-11-06,98
Sugar Hill,1994-02-25,123
Kit Kittredge: An American Girl,2008-07-02,101
The Perfect Man,2005-06-17,100
One Direction: This Is Us,2013-08-28,92
The Gift,2015-07-30,108
MacGruber,2010-05-21,90
Over Her Dead Body,2008-02-01,95
Cedar Rapids,2011-02-11,87
American History X,1998-10-30,119
Deuces Wild,2002-05-03,96
Run Fatboy Run,2007-09-06,100
Atlas Shrugged Part II,2012-10-12,112
Crash,2004-01-13,112
Peaceful Warrior,2006-03-30,120
Bucky Larson: Born to Be a Star,2011-09-09,97
The Forest,2016-01-07,95
While We're Young,2015-04-03,97
Spider,2002-12-13,98
Killer Joe,2011-09-10,102
The Joneses,2009-09-13,96
"War, Inc.",2008-04-28,106
Imaginary Heroes,2004-09-14,111
World's Greatest Dad,2009-08-20,99
Severance,2006-05-19,96
Edmond,2005-08-31,82
The Open Road,2009-02-07,90
Free Style,2008-12-24,94
The Reef,2010-05-15,94
Hai Marjawaan!,2010-05-07,99
Gunless,2010-04-30,89
Adventureland,2009-04-03,107
You Only Live Twice,1967-06-12,117
Volver,2006-03-16,121
Gentlemen Broncos,2009-09-30,89
Red Dog,2011-08-04,92
Alien,1979-05-25,117
Thunderball,1965-12-16,130
Detention,2011-03-16,93
Set It Off,1996-11-06,118
Princess Kaiulani,2010-05-14,130
Undiscovered,2005-08-26,97
Veronika Decides to Die,2009-05-16,103
"Ultramarines: A Warhammer 40,000 Movie",2010-12-10,76
Beneath Hill 60,2010-04-15,122
The DUFF,2015-02-20,100
Bright Star,2009-11-05,119
My Name Is Khan,2010-02-12,145
Nightcrawler,2014-10-23,117
Little Miss Sunshine,2006-07-26,102
50/50,2011-09-30,100
Kicks,2016-09-09,80
On Her Majesty's Secret Service,1969-12-12,142
Akeelah and the Bee,2006-04-28,112
New in Town,2009-01-30,97
The Boondock Saints II: All Saints Day,2009-11-24,118
Easy A,2010-09-10,92
Prom,2011-04-29,104
It's Kind of a Funny Story,2010-07-06,101
The Secret of Kells,2009-02-09,75
Down in the Valley,2005-05-13,112
Fido,2006-09-07,91
Wild Target,2010-06-17,98
アキラ,1988-07-16,124
Imagine Me & You,2005-02-01,93
Swimming Pool,2003-05-18,102
An Education,2009-10-29,100
The Work and the Glory,2004-11-24,110
Extract,2009-09-03,92
Albert Nobbs,2011-12-21,113
The Hole,2009-09-09,92
Die Welle,2008-03-11,107
The Neon Demon,2016-06-08,117
Juno,2007-12-05,96
Diamonds Are Forever,1971-12-13,120
The Godfather,1972-03-14,175
(500) Days of Summer,2009-07-17,95
Magic Mike,2012-06-28,110
Live and Let Die,1973-07-05,121
My Dog Skip,2000-01-14,95
"Definitely, Maybe",2008-02-08,112
Jumping the Broom,2011-05-06,112
"Good Night, and Good Luck.",2005-09-16,93
Capote,2005-09-30,114
The Man with the Golden Gun,1974-12-01,125
The Devil's Rejects,2005-07-22,107
Dope,2015-06-19,103
House of 1000 Corpses,2003-04-11,89
Beyond the Lights,2014-09-10,116
Cyrus,2010-06-18,91
The Christmas Candle,2013-11-22,100
Hesher,2010-01-22,106
Freeheld,2015-10-02,103
The Extra Man,2010-08-01,108
The Boondock Saints,1999-01-22,108
Twixt,2011-09-10,84
Incendies,2010-09-04,130
Perrier’s Bounty,2009-09-11,88
Tropa de Elite,2007-10-12,115
Annabelle,2014-10-02,99
The East,2013-05-31,116
The Messenger,2009-11-13,113
The Terminator,1984-10-26,108
"Good bye, Lenin!",2003-02-09,121
The Usual Suspects,1995-07-19,106
The Wrestler,2008-09-07,109
Escape from New York,1981-05-22,99
Daddy Day Camp,2007-08-08,89
The Words,2012-09-07,96
Casa De Mi Padre,2012-03-15,84
The Guard,2011-07-07,96
The Virgin Suicides,1999-04-21,97
Goddess of Love,2015-08-31,96
The 5th Quarter,2011-03-25,97
Deadfall,2012-11-08,95
Song One,2014-01-20,86
Oorlogswinter,2008-11-17,103
Trade Of Innocents,2012-09-27,91
Bend It Like Beckham,2002-04-11,112
[REC]²,2009-09-15,85
Standing Ovation,2010-07-16,105
Galaxina,1980-06-06,95
Mambo Italiano,2003-06-06,92
R100,2013-10-05,100
Salvation Boulevard,2011-07-15,96
Grabbers,2012-08-10,94
Dum Maaro Dum,2011-04-22,130
Insidious: Chapter 2,2013-09-12,106
10 Cloverfield Lane,2016-03-10,103
Paranormal Activity 3,2011-10-19,83
The Lazarus Effect,2015-01-29,83
Memento,2000-10-11,113
Our Idiot Brother,2011-08-26,90
"As Above, So Below",2014-08-14,93
Spring Breakers,2013-01-24,94
The Haunting of Molly Hartley,2008-10-31,82
Apollo 18,2011-07-20,86
Sunshine Cleaning,2008-01-18,102
Fifty Shades of Black,2016-01-28,92
Moon,2009-06-12,97
Des hommes et des dieux,2010-05-18,120
Bottle Shock,2008-08-06,110
Heavenly Creatures,1994-09-02,99
Everything Must Go,2010-10-15,97
Rabbit Hole,2010-12-16,91
Green Room,2016-04-15,95
Atlas Shrugged Part III: Who is John Galt?,2014-09-12,99
"Gandhi, My Father",2007-08-03,136
The Visit,2015-09-10,94
Mientras duermes,2011-10-14,107
Christmas Eve,2015-12-04,95
Yoga Hosers,2016-07-08,88
Hostel,2005-01-06,94
A Cock and Bull Story,2005-07-17,94
Le Nom des gens,2010-11-24,100
Four Weddings and a Funeral,1994-03-09,117
Moms' Night Out,2014-03-25,98
친절한 금자씨,2005-07-29,115
Blackthorn,2011-08-31,98
After.Life,2010-04-09,104
High School Musical,2006-01-20,98
The Crying Game,1992-09-02,112
Survival of the Dead,2010-05-06,90
Maggie,2015-05-08,95
Leaving Las Vegas,1995-10-27,112
The Boy Next Door,2015-01-23,91
The Kids Are All Right,2010-07-09,106
They Live,1988-11-23,94
Scoop,2006-07-27,96
You Kill Me,2007-02-09,90
The Art of Getting By,2011-06-17,83
Shooting Fish,1997-08-22,109
The Big Tease,1999-01-01,87
Trust,2010-09-10,104
Stake Land,2010-09-30,98
The Veil,2016-04-21,93
The Loved Ones,2009-09-13,84
The Helpers,2012-10-27,78
Four Lions,2010-05-07,101
The Good Heart,2009-09-11,95
The History Boys,2006-10-02,109
Friday,1995-04-26,91
The Witch,2016-02-19,92
Sharknado,2013-07-11,86
Trolljegeren,2010-10-29,103
Time to Choose,2015-09-04,100
La Marche de l'empereur,2005-01-26,80
Margin Call,2011-09-28,107
Whiplash,2014-10-10,105
Cidade de Deus,2002-02-05,130
To Write Love on Her Arms,2015-03-13,118
Adam,2009-07-29,99
"María, llena eres de gracia",2004-01-18,101
Beginners,2010-09-11,105
Animal House,1978-07-27,109
Goldfinger,1964-09-17,110
Antiviral,2012-09-19,110
Trainspotting,1996-02-23,93
Paranormal Activity 2,2010-10-20,91
Bowling for Columbine,2002-10-09,120
Pokémon 3: The Movie,2000-07-08,93
Phantasm II,1988-07-08,97
Tsotsi,2005-08-18,94
Hobo with a Shotgun,2011-05-06,86
Damsels in Distress,2012-04-06,99
Bachelorette,2012-08-06,87
The Eclipse,2009-04-24,88
Close Range,2015-12-11,80
Freakonomics,2010-10-01,93
The Wizard of Oz,1939-08-15,102
Beer League,2006-09-15,86
Los cronocrímenes,2007-09-20,92
"Fat, Sick & Nearly Dead",2010-04-16,97
A Haunted House,2013-01-11,86
2016: Obama's America,2012-07-13,87
Kevin Hart: Let Me Explain,2013-07-03,74
Robot & Frank,2012-08-16,85
The Spectacular Now,2013-08-02,95
Religulous,2008-10-01,101
Sleep Dealer,2008-12-10,90
Super,2010-09-09,96
The Rise of the Krays,2015-08-29,110
This Is England,2006-09-12,101
Fantasia,1940-11-13,124
[REC],2007-04-10,78
Containment,2015-07-09,77
From Russia with Love,1963-10-11,115
Boys Don't Cry,1999-09-02,118
Courageous,2011-09-30,129
American Splendor,2003-08-15,101
Before Sunset,2004-02-10,80
Winter's Bone,2010-06-11,100
Inside Job,2010-10-08,109
Harsh Times,2005-09-11,120
Shortbus,2006-05-20,101
No End in Sight,2007-07-27,102
Meek's Cutoff,2010-09-05,104
Stonewall,2015-09-18,129
The Lost Medallion: The Adventures of Billy Stone,2013-03-01,97
Plush,2013-09-13,98
Lesbian Vampire Killers,2009-03-16,86
Grave Encounters,2011-09-09,92
Nine Dead,2010-01-01,98
$upercapitalist,2012-08-10,103
The Ghastly Love of Johnny X,2013-04-26,106
Shark Lake,2015-10-02,92
Buried,2010-09-24,94
Submarine,2011-03-18,97
The Square,2013-06-07,88
Man on Wire,2008-07-25,94
The Last Exorcism,2010-08-27,87
Nowhere Boy,2009-12-25,98
El Crimen del Padre Amaro,2002-10-01,118
Beasts of the Southern Wild,2012-06-29,93
The Greatest Movie Ever Sold,2011-04-22,87
Travellers and Magicians,2003-09-09,108
Against the Wild,2013-12-29,90
La misma luna,2008-03-20,106
Grace Unplugged,2013-10-04,102
Insidious,2010-09-13,103
The To Do List,2013-07-24,104
Hatchet,2006-04-27,83
My Name Is Bruce,2007-10-01,86
Trucker,2008-04-24,90
The Lords of Salem,2012-09-10,101
Housebound,2014-09-04,109
Growing Up Smith,2017-02-03,102
#Horror,2015-11-20,90
Snow White and the Seven Dwarfs,1937-12-20,83
The Dog Lover,2016-07-08,101
House at the End of the Drive,2014-01-11,91
"Lock, Stock and Two Smoking Barrels",1998-03-05,105
The Lion of Judah,2011-06-03,87
Home Run,2013-04-19,114
"Il buono, il brutto, il cattivo",1966-12-23,161
Blue Like Jazz,2012-04-13,106
"Pink Ribbons, Inc.",2011-09-11,97
The Wicked Within,2015-10-16,91
Serbuan maut,2011-09-08,101
Lake Mungo,2008-06-17,84
Rocket Singh: Salesman of the Year,2009-12-11,156
Dr. No,1962-10-04,110
Chernobyl Diaries,2012-05-24,88
Blue Valentine,2010-12-27,112
Transamerica,2005-12-23,103
The Devil Inside,2012-01-06,83
Beyond the Valley of the Dolls,1970-07-17,109
An Inconvenient Truth,2006-01-24,100
Shine a Light,2008-02-07,122
"Food, Inc.",2008-09-07,94
October Baby,2011-10-30,107
Martha Marcy May Marlene,2011-10-21,101
Who Killed the Electric Car?,2006-08-04,92
Orgazmo,1997-09-06,94
All the Real Girls,2003-08-01,108
Wristcutters: A Love Story,2006-01-24,88
Jagal,2012-08-31,115
Taxi to the Dark Side,2007-04-30,106
Antarctica: A Year on Ice,2013-09-05,92
Hardflip,2012-06-01,114
The Perfect Host,2010-07-01,93
Speedway Junky,1999-02-11,104
Creative Control,2016-03-11,97
Proud,2004-07-02,87
ZMD: Zombies of Mass Destruction,2009-01-01,92
Truth or Dare,2012-08-05,95
Banshee Chapter,2013-08-26,87
Ask Me Anything,2014-04-19,100
L!fe Happens,2011-06-18,100
Hard Candy,2005-01-14,103
Fruitvale Station,2013-07-25,85
Bambi,1942-08-14,70
Celeste & Jesse Forever,2012-08-03,91
American Hero,2015-12-11,86
Død snø,2009-01-09,91
Kevin Hart: Laugh at My Pain,2011-09-09,89
The Innkeepers,2011-12-01,102
Donkey Punch,2008-07-18,99
All the Boys Love Mandy Lane,2008-02-15,90
L.I.E. Long Island Expressway,2001-01-20,97
The Sisterhood of Night,2015-04-10,104
Half Nelson,2006-08-11,107
Naturally Native,1999-10-08,107
The Blair Witch Project,1999-07-14,81
A Hard Day's Night,1964-07-06,88
Fireproof,2008-09-26,122
High Road,2012-03-06,87
To Save A Life,2009-11-05,120
Sholem Aleichem: Laughing In The Darkness,2012-02-24,93
The R.M.,2003-01-31,101
Mean Creek,2004-01-15,90
Drinking Buddies,2013-08-23,90
Rubber,2010-07-09,85
Monsters,2010-06-18,94
Detention of the Dead,2012-04-27,87
The Sound and the Shadow,2014-10-19,90
Blue Ruin,2014-04-25,90
Paranormal Activity,2007-09-14,86
Monty Python and the Holy Grail,1975-03-13,91
I Want Your Money,2010-07-06,92
Censored Voices,2015-01-24,84
